pgc,Name,J2000,UGC/AGC,Alt_Name,RAJ,DeJ,Ty,r23.5,r83L,mu_out,ell,e_ell,PA,e_PA,tf,Wtf,e_Wtf,m_obs,e_m,m_c,M_I,e_MI,gamma,inc,Vcmb,Vpec,e_Vp,Dist,Vp_b,e_Vpb,D_bias,Gp_ID,O/H,Theta,Cluster,mem,RAJg,DeJg,Vcmbg,e_Vg,Ng,Na,Vpg,e_Vpg,Dg,Vpg_b,e_Vpgb,Dg_b,Int_ID
35320,IC2857,J112831.0+090616,6475,I2857,"11 28 31.0","+09 06 14",5,50.6,36.9,24.72,0.840,0.010,161,0,,2.602,0.004,13.50,0.02,12.66,-21.48,0.15,1.00,84.6,6666,-541,1365,7198,93,1146,6564,40035,H,,,,"11 28 13.9","+08 45 13",6657,2,3,7,-641,783,7298,22,679,6635,
35332,IC0696,J112839.9+090555,6477,"I 696","11 28 40.0","+09 05 55",5,27.7,21.5,24.47,0.120,0.091,127,34,*,,,13.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35347,NGC3697,J112850.4+204742,6479,N3697,"11 28 50.5","+20 47 40",3,69.2,49.7,23.60,0.678,0.031,91,2,,2.705,0.017,11.97,0.03,11.58,-22.77,0.07,1.30,75.1,6588,,,,,,,,H,227.5,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
35358,IC2867,J112900.6+090522,210368,I2867,"11 29 00.4","+09 05 22",3,14.2,13.4,23.91,0.298,0.054,81,4,*,,,15.14,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35362,UGC06483,J112902.3+171355,6483,096-054,"11 29 02.4","+17 13 52",5,47.5,33.6,24.09,0.803,0.015,69,2,,2.501,0.004,13.32,0.02,12.63,-20.28,0.12,0.99,81.4,4229,-1160,986,4970,-1548,1285,5358,40918,H,,,,"11 17 54.7","+13 50 57",3810,0,2,3,356,517,3454,226,695,3584,
35364,IC0698,J112903.8+090643,6482,"I 698","11 29 03.8","+09 06 41",-2,32.5,20.3,24.66,0.508,0.060,147,4,*,,,12.48,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35365,IC0699,J112906.5+085919,6485,"I 699","11 29 06.5","+08 59 17",3,38.6,24.5,23.70,0.639,0.023,16,1,,2.695,0.008,12.42,0.01,12.11,-22.03,0.06,1.08,72.1,6573,-239,1158,6896,275,859,6382,40035,H,,,,"11 28 13.9","+08 45 13",6657,2,3,7,-641,783,7298,22,679,6635,
35376,NGC3683A,J112911.7+570756,6484,N3683A,"11 29 11.9","+57 07 55",5,64.8,46.9,23.74,0.267,0.048,71,3,,2.545,0.035,11.38,0.04,11.26,-20.81,0.07,1.00,43.3,2589,-516,709,3105,-372,782,2961,,H,,,,,,,,,,,,,,,,
35416,ESO439-013,J112943.1-315105,27919,"439 G 13","11 29 42.0","-31 51 02",3,24.0,19.3,24.07,0.251,0.016,15,9,,2.566,0.023,13.62,0.05,13.44,-21.43,0.08,1.00,42.5,9258,906,1701,8352,793,1606,8465,,O,,,,,,,,,,,,,,,,
35440,NGC3705,J113007.4+091636,6498,N3705,"11 30 07.6","+09 16 36",3,134.4,89.4,23.61,0.557,0.031,120,1,,2.565,0.008,9.81,0.02,9.53,-21.06,0.07,1.00,66.2,1371,-86,259,1392,-84,298,1390,40045,H,,,,"11 31 42.3","+12 19 02",1306,0,3,11,24,138,1282,26,151,1280,362
35453,ESO319-026,J113019.8-410358,27928,"319 G 26","11 30 19.0","-41 04 00",5,35.9,32.8,24.92,0.806,0.006,69,1,,2.202,0.036,14.58,0.05,13.82,-19.15,0.12,0.52,81.6,3907,,,,,,,,O,317.2,N3557,g,"11 10 07.8","-37 24 08",3318,,7,14,227,167,3091,281,160,3037,514
35511,PGC035511,J113115.9+230221,211421,M+427053,"11 31 15.6","+23 02 20",3,24.8,20.7,23.82,0.449,0.026,120,3,*,,,14.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35517,UGC06507,J113112.5+341211,6507,185-077,"11 31 12.5","+34 12 11",5,27.9,25.3,24.09,0.274,0.047,176,5,,2.502,0.032,13.72,0.05,13.56,-20.56,0.08,1.00,43.9,6583,-1003,1727,7586,-1669,1701,8252,,H,,,,,,,,,,,,,,,,
35521,UGC06509,J113122.5+230655,6509,M+427054,"11 31 22.6","+23 06 54",5,57.2,50.5,23.42,0.871,0.006,77,1,,2.238,0.007,14.30,0.05,13.62,-19.00,0.12,0.50,90.0,3232,300,710,3016,23,773,3293,40867,H,,,,"11 32 44.5","+24 18 58",3316,1,1,3,300,710,3016,23,773,3293,193
35539,NGC3717,J113132.0-301828,510083,N3717,"11 31 32.3","-30 18 31",3,181.5,106.5,24.58,0.724,0.036,33,3,*,,,9.65,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35577,ESO320-002,J113207.6-412541,27940,"320 G  2","11 32 08.3","-41 25 39",4,44.4,34.4,24.40,0.791,0.015,29,0,,2.524,0.024,13.56,0.04,12.78,-20.81,0.13,1.00,80.5,5170,-565,1239,5735,-308,1215,5478,,O,,,,,,,,,,,,,,,,
35579,UGC06519,J113210.3+011225,6519,012-006,"11 32 10.3","+01 12 25",5,40.7,31.2,23.90,0.855,0.020,93,4,,2.599,0.007,14.16,0.03,13.29,-20.70,0.16,1.00,86.3,6165,-3296,1838,9511,-2261,2337,8476,40594,H,,,,"11 31 12.4","+00 22 17",6215,4,4,5,-446,725,6661,-301,655,6516,
35581,NGC3719,J113213.5+004909,6521,N3719,"11 32 13.5","+00 49 08",3,48.0,37.1,24.55,0.301,0.064,90,3,,2.725,0.045,12.11,0.04,11.98,-22.01,0.06,1.07,46.9,6203,-928,1647,7143,-282,1237,6497,40594,O,,,,"11 31 12.4","+00 22 17",6215,4,4,5,-446,725,6661,-301,655,6516,
35622,PGC035622,J113246.9+200218,210432,097-005,"11 32 47.0","+20 02 17",6,,,,,,,,,2.474,0.020,13.90,,13.66,-20.50,0.12,1.00,54.0,6456,,,,,,,,H,165.5,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
35639,UGC06533,J113252.3+054338,6533,040-003,"11 32 52.3","+05 43 36",3,33.4,21.7,23.90,0.678,0.018,178,1,,2.543,0.017,13.10,0.03,12.76,-21.05,0.08,1.00,75.1,5730,9,1134,5721,-193,737,5923,,O,,,,,,,,,,,,,,,,
35675,UGC06534,J113320.5+631647,6534,314-032,"11 33 19.8","+63 16 45",5,70.1,57.0,24.27,0.735,0.022,60,1,,2.201,0.010,12.54,0.04,12.12,-18.63,0.09,0.50,76.5,1395,78,317,1324,47,327,1355,40037,H,,,,"11 40 04.0","+59 01 35",1402,1,2,23,-169,284,1571,-202,305,1604,105
35676,NGC3726,J113321.2+470145,6537,N3726,"11 33 21.2","+47 01 44",4,172.0,137.0,24.07,0.387,0.021,13,6,,2.511,0.009,9.52,0.04,9.33,-20.88,0.08,1.00,52.8,1079,,,,,,,,H,252.3,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
35679,UGC06539,J113324.1+323610,6539,185-083,"11 33 23.9","+32 36 11",4,37.4,27.4,23.60,0.671,0.011,27,1,,2.511,0.006,13.41,0.03,12.99,-21.11,0.09,1.00,72.3,6549,516,1174,6033,20,896,6529,,H,,,,,,,,,,,,,,,,
35698,NGC3725,J113340.5+615317,6542,N3725,"11 33 40.8","+61 53 15",5,47.2,33.8,23.49,0.229,0.043,137,7,,2.400,0.045,11.89,0.04,11.76,-20.96,0.08,1.00,40.0,3452,1181,613,2307,1127,717,2361,40478,H,,,,"11 35 54.2","+61 04 02",3488,4,2,6,220,554,3268,212,630,3276,
35704,PGC035704,J113338.2-154618,510090,FGC1272,"11 33 38.3","-15 46 10",5,43.0,34.6,24.11,0.810,0.011,135,4,,2.425,0.004,13.97,0.04,13.25,-19.81,0.13,0.80,82.0,4023,-938,1054,5013,-1192,834,5267,30561,H,,,,"11 33 07.9","-16 10 40",4075,2,1,2,-938,1054,5013,-1192,834,5267,
35725,UGC06551,J113407.6+364100,6551,M+626002,"11 34 07.6","+36 40 57",5,39.5,36.4,24.05,0.846,0.005,111,1,,2.423,0.006,14.75,0.05,13.97,-20.18,0.15,0.95,85.2,6702,-210,1479,6912,-1021,1341,7723,,H,,,,,,,,,,,,,,,,
35742,PGC035742,J113420.2-062323,510097,M-130002,"11 34 19.9","-06 23 20",5,56.0,40.5,24.45,0.799,0.025,18,1,,2.561,0.005,12.88,0.03,12.23,-21.44,0.12,1.00,81.1,5383,270,977,5113,37,801,5346,,H,,,,,,,,,,,,,,,,
35762,PGC035762,J113429.1+485703,211636,M+821059,"11 34 29.0","+48 57 03",3,,,,,,,,,2.358,0.059,15.07,,14.77,-20.13,0.07,0.93,56.2,8722,,,,,,,,O,6.2,A1314,c,"11 34 48.7","+49 02 25",9970,,8,8,-107,514,10077,84,544,9886,2442
35776,ESO378-011,J113443.6-371257,27957,"378 G 11","11 34 43.9","-37 12 52",3,47.2,36.6,25.07,0.744,0.016,160,0,,2.396,0.045,13.38,0.04,12.56,-19.85,0.16,0.81,83.0,3549,,,,,,,,H,295.9,N3557,g,"11 10 07.8","-37 24 08",3318,,7,14,227,167,3091,281,160,3037,514
35792,UGC06556,J113455.2+160657,6556,097-015,"11 34 55.2","+16 06 56",5,42.5,36.6,23.89,0.837,0.011,92,1,,2.396,0.006,14.44,0.04,13.65,-20.17,0.14,0.95,84.3,5777,349,1174,5428,-132,1310,5909,,H,,,,,,,,,,,,,,,,
35803,UGC06559,J113508.3+155731,6559,097-016,"11 35 08.3","+15 57 30",5,26.4,21.7,23.65,0.766,0.009,177,1,,2.417,0.004,14.85,0.04,14.18,-19.53,0.12,0.68,78.7,5458,-1956,1558,7414,-1358,1222,6816,,H,,,,,,,,,,,,,,,,
35818,ESO266-007,J113520.6-460337,27967,"266 G  7","11 35 20.9","-46 03 35",5,35.5,27.2,24.13,0.734,0.013,37,2,,2.624,0.013,13.86,0.04,13.25,-21.87,0.10,1.02,76.5,10375,218,1882,10157,652,1798,9723,,O,,,,,,,,,,,,,,,,
35823,CGCG126-104,J113535.0+203019,210482,126-104,"11 35 34.8","+20 30 21",5,,,,,,,,,2.504,0.035,14.16,,13.90,-20.27,0.12,0.99,57.0,7004,,,,,,,,H,131.7,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
35839,UGC06568,J113536.9+000739,6568,012-033,"11 35 36.9","+00 07 38",1,29.6,22.7,22.88,0.450,0.070,90,3,,2.477,0.033,13.24,0.03,13.01,-20.98,0.08,1.00,58.5,6274,1522,1087,4693,601,1061,5614,40594,O,,,,"11 31 12.4","+00 22 17",6215,4,4,5,-446,725,6661,-301,655,6516,
35841,NGC3739,J113537.6+250519,6564,N3739,"11 35 37.6","+25 05 18",4,39.1,26.0,23.97,0.700,0.010,17,1,,2.684,0.003,13.20,0.03,12.84,-22.18,0.07,1.13,74.2,9914,-525,1752,10439,782,1664,9132,,H,,,,,,,,,,,,,,,,
35845,PGC035845,J113544.0+490216,211641,M+821065,"11 35 43.8","+49 02 16",3,,,,,,,,,2.567,0.032,14.06,,13.41,-21.68,0.12,1.00,90.0,9088,,,,,,,,O,9.0,A1314,c,"11 34 48.7","+49 02 25",9970,,8,8,-107,514,10077,84,544,9886,2442
35853,ESO216-021,J113547.6-490145,27972,"216 G 21","11 35 47.2","-49 01 47",5,45.2,43.9,23.30,0.247,0.093,54,5,,2.649,0.072,12.31,0.05,11.90,-21.77,0.10,1.00,41.6,5358,-655,1928,6013,428,1469,4930,,O,,,,,,,,,,,,,,,,
35862,ESO216-022,J113556.3-482910,27975,"216 G 22","11 35 56.4","-48 29 11",5,33.7,24.0,23.67,0.680,0.024,147,1,,2.548,0.020,13.51,0.02,12.86,-21.28,0.10,1.00,72.8,6653,170,1322,6483,990,1165,5663,,O,,,,,,,,,,,,,,,,
35869,NGC3735,J113557.3+703208,6567,N3735,"11 35 57.4","+70 32 07",5,114.0,77.3,24.73,0.733,0.056,128,2,,2.691,0.007,10.75,0.04,10.32,-21.91,0.09,1.04,76.4,2774,-622,582,3405,-68,500,2851,40740,H,,,,"11 34 33.6","+70 49 16",2783,1,1,3,-622,582,3405,-68,499,2851,766
35900,UGC06575,J113626.5+581129,6575,292-009,"11 36 26.4","+58 11 30",5,51.9,42.0,23.72,0.724,0.008,9,2,,2.312,0.014,13.13,0.05,12.66,-18.07,0.10,0.50,75.8,1369,-1145,579,2539,-1241,662,2635,30572,H,,,,"11 40 07.3","+58 45 30",1394,1,3,21,-609,271,2003,-666,332,2060,104
35904,ESO266-008,J113628.6-450342,27980,"266 G  8","11 36 28.5","-45 03 41",5,44.6,39.1,23.41,0.761,0.020,94,0,,2.369,0.020,13.78,0.04,13.07,-19.66,0.12,0.73,78.3,3513,-274,865,3787,-598,1284,4111,,O,,,,,,,,,,,,,,,,
35913,NGC3755,J113633.4+362437,6577,N3755,"11 36 33.2","+36 24 37",5,85.4,78.0,24.13,0.608,0.041,125,5,,2.431,0.009,11.91,0.06,11.49,-19.95,0.11,0.85,68.1,1836,-349,476,2279,61,561,1869,40202,H,,,,"11 36 38.1","+35 20 17",1930,1,4,9,-161,236,2091,119,260,1811,170
35927,PGC035927,J113648.6-125848,510106,M-230010,"11 36 50.1","-12 58 29",5,36.2,26.4,24.63,0.762,0.030,97,1,,2.521,0.006,13.72,0.03,13.13,-20.56,0.11,1.00,78.4,5399,-1258,1300,6657,-830,1363,6229,,H,,,,,,,,,,,,,,,,
35928,ESO571-009,J113645.8-221320,27983,"571 G  9","11 36 45.8","-22 13 18",3,24.4,15.4,23.55,0.572,0.017,36,1,,2.604,0.021,13.55,0.03,13.29,-21.11,0.07,1.00,67.3,7476,-1360,1723,8836,-1025,2009,8501,,O,,,,,,,,,,,,,,,,
35931,NGC3756,J113648.3+541735,6579,N3756,"11 36 48.2","+54 17 35",5,114.1,83.5,24.90,0.470,0.030,179,2,,2.513,0.010,10.40,0.04,10.17,-20.04,0.08,0.89,58.8,1464,,,,,,,,H,388.0,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
35937,PGC035937,J113651.6+200018,210512,097-023,"11 36 51.4","+20 00 17",-2,20.6,14.9,24.23,0.089,0.040,58,15,*,,,13.41,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35942,UGC06583,J113654.4+195818,6583,097-026,"11 36 54.3","+19 58 14",1,22.3,13.0,23.88,0.393,0.021,4,1,,2.587,0.014,13.12,0.03,12.64,-21.60,0.06,1.00,54.2,6518,,,,,,,,H,107.3,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
35952,UGC06586,J113701.9+153414,6586,097-028,"11 37 01.9","+15 34 14",4,36.6,34.7,24.66,0.386,0.066,168,2,*,,,12.85,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35960,PGC035960,J113706.8+025045,210520,040-013,"11 37 07.1","+02 50 56",3,21.2,15.3,24.66,0.340,0.117,140,14,,2.491,0.067,13.75,0.03,13.59,-21.25,0.08,1.00,50.1,9151,2083,2242,7068,2485,1802,6666,,O,,,,,,,,,,,,,,,,
35966,UGC06588,J113713.5+152557,6588,097-029,"11 37 13.5","+15 25 57",4,44.7,34.4,24.03,0.667,0.027,144,1,,2.420,0.006,13.27,0.03,12.78,-20.43,0.10,1.00,72.0,4376,398,819,3940,222,884,4116,40970,H,,,,"11 37 07.7","+15 30 05",4338,1,1,2,398,819,3940,222,883,4116,
35973,PGC035973,J113736.0+200950,210529,097-033,"11 37 34.8","+20 10 10",4,25.3,17.2,23.67,0.501,0.069,88,1,,2.590,0.021,13.49,0.02,13.20,-21.36,0.14,1.00,65.0,8062,-756,1801,8818,359,1795,7703,,H,,,,,,,,,,,,,,,,
35978,PGC035978,J113730.4+222359,210526,127-005,"11 37 30.4","+22 23 00",5,,,,,,,,,2.470,0.033,13.84,,13.50,-20.66,0.13,1.00,63.0,7183,,,,,,,,H,182.1,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
35991,UGC06594,J113737.1+163323,6594,097-032,"11 37 37.0","+16 33 22",5,60.9,56.4,24.08,0.777,0.009,134,1,*,,,13.28,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35999,NGC3769,J113744.1+475335,6595,N3769,"11 37 44.1","+47 53 34",5,96.6,72.8,21.62,0.671,0.008,148,1,,2.358,0.011,11.00,0.05,10.55,-19.66,0.10,0.73,72.3,930,,,,,,,,H,193.1,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36026,PGC036026,J113759.4-171401,510112,M-330003,"11 37 58.6","-17 13 42",5,76.2,52.8,24.49,0.825,0.017,9,1,*,,,12.31,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36028,ESO439-018,J113800.5-321929,27994,"439 G 18","11 37 59.4","-32 19 30",3,37.4,26.9,23.70,0.272,0.137,105,11,,2.716,0.100,12.40,0.03,12.21,-22.63,0.06,1.29,44.4,9151,1472,3126,7679,2814,3539,6337,,O,,,,,,,,,,,,,,,,
36029,UGC06603,J113802.2+351213,6603,186-014,"11 38 02.1","+35 12 14",5,70.3,60.8,24.32,0.809,0.014,79,2,,2.215,0.007,13.24,0.05,12.73,-18.71,0.10,0.50,81.9,1897,85,437,1845,351,461,1579,40202,H,,,,"11 36 38.1","+35 20 17",1930,1,4,9,-161,236,2091,119,260,1811,170
36038,ESO504-005,J113810.1-232543,27996,"504 G  5","11 38 09.8","-23 25 47",3,29.0,30.9,22.74,0.440,0.049,95,5,,2.583,0.038,13.55,0.04,13.34,-21.30,0.07,1.00,57.7,8349,-104,1944,8453,170,2141,8179,,O,,,,,,,,,,,,,,,,
36045,PGC036045,J113820.1-130259,510118,M-230011,"11 38 20.5","-13 02 50",4,31.2,29.1,24.61,0.283,0.058,151,7,,2.491,0.039,13.45,0.05,13.27,-20.45,0.09,1.00,44.7,5492,-905,1556,6397,-561,1378,6053,,H,,,,,,,,,,,,,,,,
36047,ESO439-020,J113815.5-294343,27997,"439 G 20","11 38 14.9","-29 43 43",3,47.5,33.7,24.27,0.577,0.038,100,1,,2.663,0.017,12.33,0.03,12.02,-21.25,0.07,1.00,67.6,4466,-1501,1088,5967,-1988,915,6454,,O,,,,,,,,,,,,,,,,
36060,UGC06607,J113825.1+204425,6607,127-014,"11 38 25.0","+20 44 24",5,36.6,33.7,23.99,0.504,0.023,73,2,,2.369,0.009,13.55,0.06,13.24,-19.61,0.10,0.71,61.1,3683,-380,878,4063,-486,978,4169,,H,,,,,,,,,,,,,,,,
36061,UGC06608,J113833.3-011104,6608,012-046,"11 38 33.2","-01 11 04",1,30.9,21.2,23.94,0.314,0.026,35,2,,2.581,0.018,12.80,0.03,12.69,-21.44,0.06,1.00,48.0,6601,980,1083,5621,650,789,5951,,H,,,,,,,,,,,,,,,,
36079,UGC06610,J113844.0+334817,6610,186-017,"11 38 44.0","+33 48 16",5,60.4,58.8,23.48,0.780,0.015,13,2,,2.290,0.011,13.32,0.06,12.79,-18.65,0.11,0.50,79.7,2129,-558,570,2488,-670,804,2600,40202,H,,,,"11 36 38.1","+35 20 17",1930,1,4,9,-161,236,2091,119,260,1811,170
36097,ESO571-012,J113857.5-175809,28007,"571 G 12","11 38 57.6","-17 58 07",5,37.0,22.5,24.50,0.539,0.027,131,2,,2.603,0.011,12.80,0.03,12.46,-21.78,0.07,1.00,63.5,6985,381,1213,6604,859,1304,6126,,H,,,,,,,,,,,,,,,,
36102,IC0716,J113903.4-001222,6612,"I 716","11 39 03.3","-00 12 21",3,45.5,27.5,23.56,0.769,0.016,90,1,,2.610,0.019,12.78,0.02,12.31,-21.62,0.10,1.00,83.2,5770,298,1114,5747,41,828,6004,40961,O,,,,"11 39 53.6","+03 06 27",6045,7,1,3,298,1114,5747,41,828,6004,
36115,ESO504-008,J113908.5-231808,28012,"504 G  8","11 39 08.9","-23 18 13",4,28.8,20.2,24.00,0.293,0.118,67,33,,2.489,0.085,13.37,0.04,13.17,-21.49,0.08,1.00,45.5,8443,2413,2252,6030,2085,2497,6358,,O,,,,,,,,,,,,,,,,
36132,PGC036132,J113924.4+193205,210570,097-041,"11 39 24.5","+19 32 03",3,23.3,17.2,23.94,0.334,0.021,78,2,,2.491,0.012,13.58,0.03,13.32,-20.84,0.08,1.00,49.6,7105,,,,,,,,H,74.1,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36133,PGC036133,J113916.2+202539,210565,127-016,"11 39 16.1","+20 25 38",2,30.4,20.0,24.18,0.608,0.030,73,0,,2.744,0.017,13.22,0.02,12.99,-21.59,0.06,1.00,69.9,8093,-2752,1845,10845,-1176,1738,9269,,H,,,,,,,,,,,,,,,,
36137,NGC3795A,J113921.3+581607,6616,292-015,"11 39 21.5","+58 16 06",5,46.5,94.5,23.54,0.204,0.019,52,18,,2.210,0.018,12.63,0.15,12.54,-18.19,0.16,0.50,37.6,1299,-267,419,1661,-277,520,1671,30572,H,,,,"11 40 07.3","+58 45 30",1394,1,3,21,-609,271,2003,-666,332,2060,104
36146,UGC06619,J113929.1+603246,6619,292-016,"11 39 29.1","+60 32 42",3,35.4,27.1,24.20,0.647,0.034,8,0,,2.430,0.021,13.61,0.03,13.23,-19.49,0.10,0.66,72.7,3618,-1487,1090,4975,-1295,1181,4783,40478,H,,,,"11 35 54.2","+61 04 02",3488,4,2,6,220,554,3268,212,630,3276,
36172,ESO266-012,J113949.6-443339,28024,"266 G 12","11 39 49.6","-44 33 37",5,23.8,17.7,24.60,0.264,0.129,139,20,,2.577,0.095,13.20,0.03,12.93,-22.13,0.07,1.12,43.1,10088,2689,2962,7399,4218,2727,5870,,O,,,,,,,,,,,,,,,,
36192,NGC3795,J114006.6+583644,6629,N3795,"11 40 06.6","+58 36 44",3,60.4,43.3,23.88,0.728,0.019,55,1,,2.328,0.014,12.32,0.03,11.91,-18.82,0.10,0.50,79.2,1363,-563,441,1957,-599,565,1993,30572,H,,,,"11 40 07.3","+58 45 30",1394,1,3,21,-609,271,2003,-666,332,2060,104
36238,NGC3794,J114054.2+561208,6640,N3804,"11 40 54.2","+56 12 08",5,60.2,57.3,23.57,0.462,0.022,120,4,,2.290,0.011,12.29,0.06,12.06,-18.14,0.09,0.50,58.2,1546,,,,,,,,H,477.7,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36240,ESO266-015,J114056.0-442855,28032,"266 G 15","11 40 55.9","-44 28 49",5,49.8,34.8,23.72,0.294,0.042,140,7,,2.555,0.053,11.68,0.02,11.39,-21.32,0.07,1.00,45.6,3472,61,921,3411,271,1141,3201,,H,,,,,,,,,,,,,,,,
36243,NGC3810,J114058.8+112816,6644,N3810,"11 40 58.8","+11 28 16",5,120.0,85.4,24.19,0.311,0.040,29,7,,2.516,0.023,9.72,0.03,9.51,-21.12,0.07,1.00,47.0,1340,87,262,1248,59,277,1276,30570,H,,,,"11 39 35.6","+11 47 29",1335,2,1,2,87,262,1248,59,277,1276,362
36245,ESO571-015,J114058.8-222838,28033,"571 G 15","11 40 59.3","-22 28 38",5,40.3,29.3,23.65,0.776,0.028,143,1,,2.606,0.024,13.73,0.03,12.92,-21.46,0.11,1.00,80.0,7410,-804,1672,8214,-455,1965,7865,,O,,,,,,,,,,,,,,,,
36265,NGC3811,J114116.6+474127,6650,N3811,"11 41 16.8","+47 41 26",5,52.3,35.4,23.56,0.225,0.071,2,12,,2.623,0.060,11.52,0.04,11.41,-21.19,0.06,1.00,39.6,3296,-1101,1243,4397,-1335,1878,4631,,H,,,,,,,,,,,,,,,,
36266,NGC3813,J114118.7+363248,6651,N3813,"11 41 18.4","+36 32 46",5,69.8,45.7,24.52,0.509,0.117,82,6,,2.500,0.034,10.80,0.03,10.52,-20.92,0.08,1.00,61.5,1732,64,431,1866,357,404,1573,40202,H,,,,"11 36 38.1","+35 20 17",1930,1,4,9,-161,236,2091,119,260,1811,170
36283,PGC036283,J114143.2+170029,210612,097-058,"11 41 43.1","+17 00 29",5,,,,,,,,,2.471,0.032,13.96,,13.55,-20.61,0.13,1.00,68.0,7073,,,,,,,,H,174.4,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36314,NGC3821,J114209.5+201859,6663,N3821,"11 42 09.2","+20 18 54",1,49.8,39.6,24.06,0.111,0.049,4,13,*,,,11.84,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36315,ESO571-016,J114209.2-181009,28040,"571 G 16","11 42 09.9","-18 10 08",6,54.5,36.9,24.76,0.743,0.044,108,3,,2.477,0.018,12.59,0.04,11.99,-21.07,0.11,1.00,80.5,4065,685,715,3380,334,494,3731,,O,,,,,,,,,,,,,,,,
36323,PGC036323,J114215.6+200255,210623,097-063,"11 42 15.6","+20 02 55",3,15.8,12.7,24.43,0.423,0.016,130,4,*,,,14.79,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36343,UGC06667,J114226.3+513553,6667,268-071,"11 42 25.3","+51 35 50",5,106.4,91.1,23.64,0.849,0.008,87,0,,2.223,0.007,12.49,0.04,11.92,-18.29,0.11,0.50,85.6,1165,,,,,,,,H,225.4,"Ursa Major",c,"11 55 27.7","+49 08 13",1101,,28,34,-392,53,1493,-236,51,1337,102
36349,PGC036349,J114224.5+200710,210629,097-068,"11 42 24.3","+20 07 09",4,33.4,22.1,23.49,0.479,0.039,108,3,,2.573,0.012,12.95,0.04,12.73,-21.44,0.07,1.00,59.4,6299,,,,,,,,H,33.8,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36354,IC0721,J114228.9-082025,510134,"I 721","11 42 28.8","-08 20 26",3,35.5,23.9,24.36,0.788,0.007,104,0,,2.435,0.025,13.66,0.03,13.06,-21.22,0.13,1.00,85.9,7085,2458,1057,4627,1855,768,5230,,O,,,,,,,,,,,,,,,,
36365,IC0722,J114243.7+085827,210633,"I 722","11 42 43.6","+08 58 27",3,30.3,22.9,24.23,0.376,0.030,75,4,,2.522,0.016,13.15,0.02,12.96,-21.25,0.07,1.00,52.9,6886,1012,1172,5874,816,947,6070,,H,,,,,,,,,,,,,,,,
36371,PGC036371,J114245.2+200156,210634,097-072,"11 42 45.2","+20 01 56",3,33.5,23.1,22.93,0.528,0.021,116,2,,2.502,0.009,13.10,0.04,12.74,-21.42,0.08,1.00,64.1,6657,,,,,,,,H,27.1,A1367,c,"11 44 29.5","+19 50 21",6735,,32,33,192,212,6543,71,216,6664,2453
36382,PGC036382,J114256.4+195758,210637,097-073,"11 42 56.3","+19 57 58",6,20.6,16.9,23.11,0.288,0.049,153,26,*,,,14.45,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36388,UGC06680,J114302.2+193859,6680,097-076,"11 43 02.2","+19 38 58",3,39.9,26.4,23.00,0.503,0.039,111,2,*,,,13.10,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36402,UGC06683,J114316.3+194455,6683,097-078,"11 43 16.2","+19 44 54",0,34.9,22.4,24.02,0.666,0.042,73,1,*,,,13.05,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36409,PGC036409,J114313.2-124554,510136,M-230021,"11 43 11.4","-12 46 04",5,40.2,29.7,23.84,0.775,0.059,42,3,,2.520,0.017,13.54,0.03,12.91,-20.70,0.11,1.00,79.3,5151,-788,1227,6021,-459,1074,5692,30580,H,,,,"11 43 16.5","-12 49 19",5233,10,1,2,-788,1227,6021,-459,1074,5692,
