pgc,Name,J2000,UGC/AGC,Alt_Name,RAJ,DeJ,Ty,r23.5,r83L,mu_out,ell,e_ell,PA,e_PA,tf,Wtf,e_Wtf,m_obs,e_m,m_c,M_I,e_MI,gamma,inc,Vcmb,Vpec,e_Vp,Dist,Vp_b,e_Vpb,D_bias,Gp_ID,O/H,Theta,Cluster,mem,RAJg,DeJg,Vcmbg,e_Vg,Ng,Na,Vpg,e_Vpg,Dg,Vpg_b,e_Vpgb,Dg_b,Int_ID
8417,UGC01690,J021157.4+291849,1690,504-028,"02 11 57.5","+29 18 48",3,41.1,22.0,23.76,0.776,0.010,103,0,,2.587,0.006,13.24,0.03,12.64,-20.82,0.11,1.00,84.1,4665,-1345,1158,6206,-466,780,5327,40297,H,,,,"02 09 06.4","+29 57 51",4861,2,3,7,-482,628,5343,-249,438,5110,
8438,NGC0845,J021219.8+372838,1695,"N 845","02 12 19.7","+37 28 38",3,49.5,32.5,23.35,0.691,0.064,148,1,,2.612,0.012,12.26,0.03,11.81,-21.50,0.08,1.00,76.1,4200,,,,,,,,H,247.8,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8452,UGC01700,J021231.0+165119,1700,461-060,"02 12 31.0","+16 51 19",5,19.0,19.1,23.80,0.644,0.023,130,1,,2.265,0.011,15.38,0.07,14.89,-18.01,0.11,0.50,70.5,3979,-2187,1388,5955,-2053,1687,5821,40449,H,,,,"02 27 13.0","+16 06 49",3768,1,4,7,-127,438,3895,-271,475,4039,
8480,ESO544-027,J021254.6-191901,21703,"544 G 27","02 12 54.6","-19 19 00",3,40.6,31.0,24.27,0.735,0.031,155,1,,2.356,0.032,13.39,0.04,12.92,-18.82,0.11,0.50,79.8,2226,-1189,845,3415,-1338,1212,3564,,O,,,,,,,,,,,,,,,,
8489,UGC01705,J021311.3+093039,1705,413-061,"02 13 11.3","+09 30 38",3,15.1,10.8,23.85,0.281,0.051,154,10,,2.461,0.034,14.53,0.04,14.22,-20.32,0.10,1.00,45.2,7950,-598,2032,8548,430,1625,7520,,H,,,,,,,,,,,,,,,,
8499,ESO053-002,J021311.8-705447,21728,"53 G  2","02 13 12.3","-70 54 49",3,39.8,34.1,23.48,0.791,0.011,105,0,,2.502,0.017,14.17,0.04,13.60,-20.93,0.12,1.00,86.4,7960,580,1536,7380,178,1447,7782,,O,,,,,,,,,,,,,,,,
8513,ESO544-028,J021326.0-185000,21713,"544 G 28","02 13 26.2","-18 49 00",3,26.5,20.0,23.80,0.455,0.016,31,1,,2.620,0.029,13.60,0.04,13.41,-21.68,0.07,1.00,58.8,10201,444,2009,9757,521,1790,9680,,O,,,,,,,,,,,,,,,,
8515,UGC01708,J021327.0+093640,1708,,"02 13 27.0","+09 36 40",3,26.6,21.6,24.16,0.595,0.015,151,3,*,,,13.98,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8520,UGC01706,J021333.9+255120,1706,483-009,"02 13 33.9","+25 51 19",5,36.9,27.8,23.31,0.642,0.048,155,1,,2.433,0.011,13.17,0.03,12.65,-20.79,0.10,1.00,70.3,4537,935,814,3896,410,874,4421,30134,H,,,,"02 13 33.4","+25 48 33",4831,3,2,3,740,617,4091,245,606,4586,
8527,IC0212,J021338.2+163539,120106,"I 212","02 13 38.2","+16 35 37",3,19.4,14.9,24.64,0.359,0.072,78,5,,2.583,0.035,13.85,0.03,13.58,-21.64,0.07,1.00,51.6,10835,1455,2086,9380,2231,1821,8604,,H,,,,,,,,,,,,,,,,
8543,UGC01717,J021348.8+164750,1717,461-066,"02 13 48.8","+16 47 49",5,26.2,20.5,23.63,0.317,0.093,74,4,,2.504,0.051,13.93,0.05,13.61,-21.54,0.09,1.00,47.4,10544,2768,2118,7776,2982,2236,7562,,H,,,,,,,,,,,,,,,,
8556,IC0213,J021404.3+162721,1719,"I 213","02 14 04.3","+16 27 20",3,56.0,46.3,23.81,0.302,0.028,154,3,,2.803,0.018,12.03,0.04,11.79,-22.74,0.07,1.30,47.0,7964,-421,1387,8385,47,1350,7917,,H,,,,,,,,,,,,,,,,
8568,ESO415-010,J021412.9-310858,21723,"415 G 10","02 14 12.4","-31 08 55",5,43.5,36.9,23.75,0.730,0.013,30,0,,2.354,0.036,13.72,0.04,13.19,-19.42,0.11,0.63,76.2,3512,-465,967,3789,-1448,791,4772,30135,H,,,,"02 14 12.4","-31 12 02",3324,5,2,4,-917,615,4241,-1418,522,4742,
8581,PGC008581,J021425.9-072207,420050,M-106077,"02 14 25.9","-07 22 06",3,71.9,50.1,23.66,0.791,0.005,64,0,,2.545,0.016,12.37,0.06,11.83,-21.57,0.13,1.00,86.4,4757,989,761,3768,669,814,4088,,O,,,,,,,,,,,,,,,,
8593,PGC008593,J021435.9-071836,420385,M-106078,"02 14 35.9","-07 18 34",3,37.8,24.6,23.41,0.773,0.016,37,1,,2.695,0.018,13.52,0.05,13.03,-22.49,0.11,1.24,83.7,12437,2042,1905,10395,2310,2568,10127,,O,,,,,,,,,,,,,,,,
8599,UGC01726,J021450.7+312815,1726,504-036,"02 14 50.7","+31 28 13",4,46.3,36.4,24.27,0.729,0.040,64,1,,2.524,0.010,13.17,0.05,12.58,-20.82,0.11,1.00,76.1,5033,,,,,,,,H,393.2,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8602,ESO544-030,J021457.2-201242,21733,"544 G 30","02 14 57.0","-20 12 39",6,59.5,52.4,25.02,0.342,0.076,86,2,,2.185,0.042,12.07,0.04,11.91,-18.81,0.07,0.50,50.2,1390,,,,,,,,H,1085.0,Eridanus,g,"03 36 54.0","-23 12 57",1536,,21,34,-378,113,1914,-232,109,1768,849
8609,UGC01729,J021504.2+324329,1729,504-038,"02 15 04.3","+32 43 29",5,22.2,26.8,23.95,0.432,0.133,24,10,,2.290,0.049,14.65,0.14,14.29,-18.85,0.16,0.50,56.1,4205,,,,,,,,H,344.1,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8621,UGC01728,J021521.1+495039,1728,,"02 15 21.1","+49 50 38",5,28.2,20.6,24.07,0.741,0.025,42,1,*,,,14.10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8624,UGC01733,J021520.6+220021,1733,483-011,"02 15 20.6","+22 00 20",5,45.6,36.5,24.10,0.810,0.012,126,4,,2.413,0.005,13.95,0.04,13.10,-20.25,0.14,0.98,82.0,4164,171,956,4483,-68,807,4722,40140,H,,,,"02 01 30.1","+24 23 00",4654,0,1,11,171,956,4483,-68,807,4722,
8629,NGC0872,J021525.2-174652,21739,"N 872","02 15 24.8","-17 46 52",5,49.1,36.5,23.61,0.651,0.033,174,1,,2.520,0.007,12.66,0.02,12.12,-20.95,0.13,1.00,70.9,4086,-104,833,4190,-259,763,4345,,H,,,,,,,,,,,,,,,,
8642,UGC01739,J021544.1+251224,1739,483-012,"02 15 44.2","+25 12 23",3,29.6,22.3,24.28,0.677,0.021,34,1,,2.365,0.011,13.88,0.03,13.38,-20.06,0.10,0.90,75.0,4835,516,941,4315,88,841,4743,30134,H,,,,"02 13 33.4","+25 48 33",4831,3,2,3,740,617,4091,245,606,4586,
8649,IC1788,J021550.1-311204,21745,I1788,"02 15 49.9","-31 12 02",5,72.9,50.0,24.15,0.587,0.042,27,1,,2.690,0.012,11.26,0.03,10.99,-21.63,0.06,1.00,66.7,3332,-1288,792,4612,-1392,693,4716,30135,O,,,,"02 14 12.4","-31 12 02",3324,5,2,4,-917,615,4241,-1418,522,4742,
8654,UGC01738,J021554.1+424926,1738,538-037,"02 15 54.2","+42 49 25",5,34.4,27.2,23.51,0.757,0.010,108,1,,2.413,0.013,14.11,0.04,13.39,-20.32,0.12,1.00,78.0,5468,368,1099,5100,218,948,5250,,H,,,,,,,,,,,,,,,,
8673,IC0217,J021610.4-115536,420055,"I 217","02 16 10.6","-11 55 31",6,73.8,54.7,24.32,0.809,0.055,36,0,,2.312,0.023,12.34,0.07,11.74,-19.38,0.13,0.62,90.0,1665,6,399,1659,-67,443,1732,,O,,,,,,,,,,,,,,,,
8676,IC1784,J021612.8+323858,1744,I1784,"02 16 12.8","+32 38 56",4,48.6,33.3,24.82,0.462,0.023,97,3,,2.699,0.008,12.15,0.07,11.80,-21.64,0.10,1.00,58.2,4578,,,,,,,,H,358.3,A262,g,"01 52 50.4","+36 08 46",4665,,26,49,-328,212,4993,-240,216,4905,2044
8678,NGC0865,J021615.2+283600,1747,"N 865","02 16 15.2","+28 36 00",3,55.2,35.8,24.51,0.703,0.018,160,1,,2.428,0.006,12.25,0.02,11.67,-20.53,0.11,1.00,77.1,2750,332,502,2413,318,596,2427,41231,H,,,,"02 16 23.6","+28 24 10",2745,2,1,2,332,502,2413,318,596,2427,919
8713,UGC01754,J021702.2+305637,1754,504-046a,"02 17 02.2","+30 56 35",4,24.8,26.2,24.55,0.730,0.030,30,4,,2.456,0.012,14.72,0.04,14.02,-21.00,0.12,1.00,76.2,9916,2015,1649,7901,2454,2887,7462,,H,,,,,,,,,,,,,,,,
8722,NGC0871,J021710.7+143252,1759,"N 871","02 17 10.7","+14 32 53",5,38.1,24.2,23.95,0.617,0.060,3,2,,2.436,0.012,12.26,0.03,11.67,-21.06,0.10,1.00,68.7,3484,979,529,2523,1184,651,2318,40172,H,,,,"02 27 21.4","+13 27 27",3502,1,5,12,-90,345,3592,-220,390,3722,
8770,NGC0876,J021753.3+143118,1766,"N 876","02 17 53.2","+14 31 16",3,53.5,57.7,22.90,0.657,0.039,28,1,,2.609,0.007,12.99,0.09,12.53,-20.20,0.12,0.96,73.5,3638,-2879,1183,6381,-2979,1556,6481,40172,H,,,,"02 27 21.4","+13 27 27",3502,1,5,12,-90,345,3592,-220,390,3722,
8772,ESO355-004,J021754.8-344812,21761,"355 G  4","02 17 54.5","-34 48 11",5,38.0,32.3,23.59,0.400,0.058,128,6,,2.312,0.025,13.09,0.04,12.88,-21.07,0.08,1.00,53.8,6101,3309,667,2792,3581,1229,2520,,H,,,,,,,,,,,,,,,,
8773,ESO030-014,J021756.1-760452,21792,"30 G 14","02 17 56.7","-76 04 50",3,44.7,38.9,25.02,0.223,0.031,80,27,,2.433,0.056,12.36,0.05,12.16,-22.43,0.09,1.22,40.0,8167,5128,885,3039,4633,898,3534,,O,,,,,,,,,,,,,,,,
8775,NGC0877,J021759.5+143240,1768,"N 877","02 17 59.6","+14 32 38",5,78.5,53.1,23.87,0.340,0.100,137,4,,2.700,0.051,10.67,0.03,10.34,-22.39,0.07,1.21,49.3,3657,-43,888,3545,226,1270,3276,40172,H,,,,"02 27 21.4","+13 27 27",3502,1,5,12,-90,345,3592,-220,390,3722,
8781,ESO415-017,J021802.4-274905,21762,"415 G 17","02 18 02.8","-27 48 58",3,28.0,20.8,24.61,0.699,0.017,109,1,,2.324,0.028,14.20,0.04,13.81,-19.57,0.10,0.70,76.7,4709,89,1127,4620,-399,1248,5108,,O,,,,,,,,,,,,,,,,
8808,ESO478-023,J021834.9-254524,21768,"478 G 23","02 18 34.4","-25 45 17",3,28.7,22.7,24.53,0.381,0.042,150,4,,2.642,0.028,13.43,0.04,13.30,-21.85,0.06,1.02,53.3,10516,527,2015,9989,1211,2022,9305,,O,,,,,,,,,,,,,,,,
8821,UGC01777,J021844.1+303009,1777,504-052,"02 18 44.1","+30 30 08",5,22.5,36.1,23.74,0.444,0.015,87,7,,2.310,0.014,14.64,0.09,14.26,-19.00,0.12,0.50,57.0,4486,-795,1214,5264,-600,786,5069,40237,H,,,,"02 26 10.5","+29 34 57",4469,1,2,10,-37,726,4506,-344,568,4813,
8822,NGC0881,J021845.3-063822,420064,"N 881","02 18 45.3","-06 38 23",5,78.1,59.9,23.46,0.433,0.023,134,6,,2.673,0.009,11.27,0.05,11.07,-22.49,0.07,1.24,56.2,5010,625,771,4478,674,785,4429,30140,H,,,,"02 18 55.3","-06 42 57",5103,4,1,4,625,771,4478,674,785,4429,
8826,PGC008826,J021855.9+150929,120156,438-054,"02 18 55.8","+15 09 33",5,20.6,19.7,24.13,0.424,0.065,79,10,,2.248,0.029,14.58,0.05,14.18,-18.57,0.09,0.50,55.5,3533,-527,1030,4060,-858,914,4391,,H,,,,,,,,,,,,,,,,
8838,UGC01785,J021857.1+044854,1785,,"02 18 57.1","+04 48 54",5,15.5,17.4,24.26,0.413,0.114,154,7,,2.360,0.045,15.59,0.09,15.29,-18.45,0.12,0.50,54.7,5548,-4545,2772,10093,-4438,3914,9986,,H,,,,,,,,,,,,,,,,
8851,ESO545-002,J021914.8-185555,21779,"545 G  2","02 19 14.6","-18 55 55",6,53.5,90.1,24.03,0.587,0.011,132,1,,2.146,0.021,13.29,0.07,12.97,-17.74,0.09,0.50,68.4,1386,,,,,,,,H,1037.1,Eridanus,g,"03 36 54.0","-23 12 57",1536,,21,34,-378,113,1914,-232,109,1768,849
8862,ESO545-003,J021929.2-212608,21783,"545 G  3","02 19 29.7","-21 25 02",4,40.1,34.4,24.09,0.771,0.011,120,1,,2.024,0.098,14.06,0.04,13.67,-17.00,0.08,0.50,79.0,1388,,,,,,,,O,1015.2,Eridanus,g,"03 36 54.0","-23 12 57",1536,,21,34,-378,113,1914,-232,109,1768,849
8868,NGC0887,J021932.6-160411,420067,"N 887","02 19 32.7","-16 04 09",5,38.0,27.2,23.22,0.134,0.052,24,21,,2.580,0.079,12.11,0.02,11.99,-21.08,0.04,1.00,30.3,4084,-815,1693,4899,-373,1393,4457,,H,,,,,,,,,,,,,,,,
8882,UGC01792,J021952.7+290210,1792,504-057,"02 19 52.7","+29 02 09",5,49.3,38.3,24.09,0.367,0.043,178,3,,2.613,0.020,12.32,0.03,12.02,-21.43,0.07,1.00,51.3,4744,-730,1072,5591,-283,746,5144,40297,H,,,,"02 09 06.4","+29 57 51",4861,2,3,7,-482,628,5343,-249,438,5110,
8888,NGC0893,J021958.5-412411,21793,"N 893","02 19 59.0","-41 24 16",4,45.2,29.3,25.91,0.255,0.076,115,12,,2.622,0.059,11.77,0.04,11.67,-21.74,0.07,1.00,42.3,5913,-151,1379,4915,-290,835,5054,30142,O,,,,"02 20 35.5","-41 42 12",4764,17,1,4,-151,1379,4915,-290,835,5054,
8896,ESO545-005,J022006.0-194502,21790,"545 G  5","02 20 06.0","-19 45 01",6,73.8,57.3,23.46,0.736,0.004,56,2,,2.407,0.005,12.31,0.04,11.74,-19.89,0.11,0.83,79.9,2117,-232,494,2349,-86,503,2203,,H,,,,,,,,,,,,,,,,
8901,ESO115-005,J022015.6-584229,21801,"115 G  5","02 20 16.5","-58 42 34",4,24.0,16.5,25.31,0.296,0.083,57,11,,2.531,0.057,13.63,0.04,13.47,-21.31,0.07,1.00,45.7,8892,835,2290,8057,1417,2078,7475,,O,,,,,,,,,,,,,,,,
8904,UGC01801,J022019.9+080218,1801,414-002,"02 20 19.9","+08 02 16",3,26.6,22.9,24.21,0.351,0.162,50,15,,2.508,0.083,13.89,0.06,13.52,-20.71,0.10,1.00,50.9,6931,-305,2643,7236,158,1916,6773,,H,,,,,,,,,,,,,,,,
8938,ESO081-007,J022102.9-633729,21817,"81 G  7","02 21 02.8","-63 37 25",5,41.0,32.9,23.65,0.814,0.019,77,0,*,,,14.18,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,UGC01811,J022118.5+134305,1811,M+207002,"02 21 18.4","+13 43 03",5,23.1,19.1,24.34,0.306,0.014,139,5,,2.565,0.010,13.80,0.04,13.33,-21.10,0.10,1.00,46.6,7583,-950,1628,8533,-487,1472,8070,,H,,,,,,,,,,,,,,,,
8954,UGC01812,J022125.2+252522,1812,483-017,"02 21 25.3","+25 25 22",5,39.5,30.7,23.78,0.601,0.017,23,4,,2.377,0.009,13.25,0.03,12.76,-20.62,0.09,1.00,67.6,4282,1356,716,3342,978,976,3720,40258,H,,,,"02 06 45.4","+26 35 40",4698,2,1,7,1356,716,3342,978,976,3720,
8956,UGC01814,J022123.8+163358,1814,462-003,"02 21 23.8","+16 33 57",4,58.2,63.0,23.68,0.375,0.055,168,10,,2.427,0.026,12.23,0.06,11.76,-21.13,0.11,1.00,51.9,3854,1229,578,2539,1389,788,2379,40449,H,,,,"02 27 13.0","+16 06 49",3768,1,4,7,-127,438,3895,-271,475,4039,
8964,UGC01817,J022131.1+141153,1817,439-001,"02 21 31.1","+14 11 53",5,75.6,59.7,23.60,0.865,0.033,162,4,,2.571,0.004,12.83,0.04,11.64,-21.10,0.18,1.00,87.9,3492,-523,802,4025,-707,649,4209,40172,H,,,,"02 27 21.4","+13 27 27",3502,1,5,12,-90,345,3592,-220,390,3722,
8974,NGC0895,J022136.2-053114,420070,"N 895","02 21 36.1","-05 31 14",5,94.0,81.6,24.09,0.343,0.117,128,8,,2.517,0.059,10.96,0.10,10.77,-20.81,0.12,1.00,49.5,2046,-172,658,2232,-56,772,2116,30146,H,,,,"02 21 32.9","-04 57 59",2060,1,1,3,-171,658,2231,-56,772,2116,875
8982,UGC01822,J022148.5+165229,1822,462-005,"02 21 48.4","+16 52 26",5,43.0,29.9,23.49,0.826,0.021,80,1,,2.476,0.008,13.56,0.02,12.54,-20.35,0.15,1.00,83.3,3716,-574,904,4342,-707,792,4475,40449,H,,,,"02 27 13.0","+16 06 49",3768,1,4,7,-127,438,3895,-271,475,4039,
8984,UGC01820,J022146.1+330116,1820,504-063,"02 21 46.3","+33 01 15",5,49.7,40.6,24.19,0.792,0.012,125,1,,2.312,0.016,13.59,0.05,12.89,-19.98,0.12,0.87,80.6,3714,913,656,2828,821,846,2920,40962,H,,,,"02 21 53.7","+33 08 36",3741,6,1,2,913,656,2828,821,846,2920,
8995,ESO298-036,J022158.8-372718,21821,"298 G 36","02 21 59.0","-37 27 21",3,41.4,33.0,23.60,0.679,0.028,145,1,,2.439,0.033,13.44,0.04,13.01,-20.43,0.11,1.00,75.2,4728,222,1098,4603,-268,728,5093,30143,O,,,,"02 20 48.0","-37 38 15",4825,14,1,2,222,1098,4603,-268,728,5093,
9011,UGC01828,J022212.5+284405,1828,504-066,"02 22 12.6","+28 44 03",3,35.0,29.3,24.03,0.775,0.015,120,2,,2.299,0.006,14.26,0.04,13.65,-19.62,0.11,0.72,84.0,4551,519,891,3950,-77,822,4546,40237,H,,,,"02 26 10.5","+29 34 57",4469,1,2,10,-37,726,4506,-344,568,4813,
9016,UGC01834,J022213.2+120148,1834,439-002,"02 22 13.3","+12 01 48",4,19.5,22.7,23.39,0.480,0.077,122,4,,2.190,0.044,14.83,0.05,14.45,-18.32,0.09,0.50,59.5,3553,-166,1076,3710,-711,945,4255,40748,H,,,,"02 23 51.6","+11 45 01",3544,2,1,2,-166,1076,3710,-711,945,4255,
9031,NGC0891,J022233.6+422046,1831,"N 891","02 22 32.9","+42 20 46",3,367.7,254.8,23.41,0.772,0.041,22,0,*,,,8.47,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9035,IC0221,J022240.9+281525,1835,"I 221","02 22 40.9","+28 15 23",5,49.7,36.4,24.05,0.294,0.051,13,14,,2.662,0.031,11.95,0.05,11.65,-21.79,0.08,1.00,45.6,4848,-792,1162,5640,-232,773,5080,,H,,,,,,,,,,,,,,,,
9054,NGC0907,J022302.9-204243,21830,"N 907","02 23 02.0","-20 42 47",4,67.8,46.8,24.01,0.659,0.056,81,1,,2.430,0.011,11.70,0.02,11.21,-19.46,0.10,0.65,71.5,1454,,,,,,,,H,968.9,Eridanus,g,"03 36 54.0","-23 12 57",1536,,21,34,-378,113,1914,-232,109,1768,849
9057,NGC0908,J022304.6-211402,21831,"N 908","02 23 04.8","-21 14 06",5,188.9,140.0,24.69,0.567,0.067,75,1,,2.603,0.016,9.30,0.03,9.03,-21.64,0.07,1.00,65.4,1299,,,,,,,,H,965.8,Eridanus,g,"03 36 54.0","-23 12 57",1536,,21,34,-378,113,1914,-232,109,1768,849
9078,PGC009078,J022331.9+252754,120202,483-022,"02 23 31.8","+25 27 54",3,30.5,19.9,23.22,0.626,0.023,179,1,,2.634,0.008,13.73,0.03,13.39,-21.87,0.07,1.02,71.2,11050,912,1790,10138,1043,1317,10007,,H,,,,,,,,,,,,,,,,
9099,PGC009099,J022351.9+253231,120207,483-026,"02 23 51.9","+25 32 30",3,23.4,14.9,24.01,0.141,0.017,161,5,,2.689,0.033,12.90,0.03,12.73,-20.72,0.05,1.00,31.5,4872,-4174,1865,9046,-4035,2310,8907,,H,,,,,,,,,,,,,,,,
9102,UGC01848,J022355.6+272934,1848,483-027,"02 23 55.5","+27 29 32",3,29.5,21.0,24.16,0.556,0.043,25,4,,2.674,0.011,13.59,0.03,13.20,-21.94,0.08,1.05,66.1,10467,-82,1848,10549,245,1331,10222,,H,,,,,,,,,,,,,,,,
9126,UGC01862,J022424.8-020944,1862,388-011,"02 24 24.7","-02 09 45",5,47.8,41.4,24.02,0.157,0.017,10,15,,2.210,0.043,12.24,0.04,12.13,-18.41,0.05,0.50,32.9,1142,-98,386,1372,-135,397,1409,30151,H,,,,"02 27 55.1","-01 09 12",1274,1,1,7,-98,386,1372,-135,397,1409,891
9141,ESO545-013,J022440.5-190830,21841,"545 G 13","02 24 39.9","-19 08 28",5,35.0,23.9,24.62,0.143,0.045,2,3,,2.735,0.070,12.31,0.03,12.20,-22.81,0.04,1.30,31.3,9897,528,2838,9369,2261,3085,7636,,O,,,,,,,,,,,,,,,,
9143,UGC01860,J022442.1+253340,1860,483-029,"02 24 42.2","+25 33 39",3,36.3,26.3,24.24,0.336,0.026,20,3,,2.738,0.015,12.60,0.03,12.38,-22.53,0.06,1.26,49.7,9408,539,1492,8869,122,1340,9286,,H,,,,,,,,,,,,,,,,
9186,UGC01867,J022515.3+452705,1867,539-013,"02 25 15.2","+45 27 03",5,56.2,46.0,24.57,0.827,0.012,57,1,*,,,13.58,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,ESO479-001,J022528.2-253818,21850,"479 G  1","02 25 27.7","-25 38 24",3,34.8,28.9,25.01,0.244,0.029,16,8,,2.338,0.093,12.92,0.04,12.80,-20.54,0.08,1.00,41.9,4624,1587,1243,3037,1630,1650,2994,,O,,,,,,,,,,,,,,,,
9214,PGC009214,J022538.4+230003,120235,483-039,"02 25 38.4","+23 00 03",3,23.4,17.5,24.64,0.363,0.038,28,2,,2.456,0.019,13.64,0.03,13.27,-19.73,0.09,0.76,51.9,3954,-1544,1172,5498,-1009,894,4963,,H,,,,,,,,,,,,,,,,
9236,NGC0918,J022550.7+182947,1888,"N 918","02 25 50.9","+18 29 46",5,110.3,92.1,23.80,0.436,0.030,159,2,,2.453,0.012,10.87,0.04,9.95,-20.57,0.16,1.00,56.4,1264,50,261,1214,-41,236,1305,,H,,,,,,,,,,,,,,,,
9253,NGC0914,J022605.2+420839,1887,"N 914","02 26 05.0","+42 08 38",5,44.6,32.8,23.99,0.366,0.053,113,3,,2.636,0.027,12.33,0.03,12.08,-21.57,0.06,1.00,51.3,5325,-931,1247,6256,-496,1288,5821,,H,,,,,,,,,,,,,,,,
9256,NGC0926,J022606.7-001955,1901,"N 926","02 26 06.7","-00 19 55",3,55.8,39.5,23.74,0.549,0.023,38,1,,2.694,0.007,12.09,0.03,11.84,-22.13,0.06,1.12,65.6,6173,100,1016,6060,-131,1169,6291,41088,H,,,,"02 23 34.8","+00 13 21",6160,3,1,3,100,1016,6060,-131,1169,6291,
9277,UGC01898,J022625.7+225945,1898,"FGC 292","02 26 25.8","+22 59 45",5,38.2,28.3,23.81,0.803,0.021,52,1,,2.665,0.009,14.05,0.03,13.16,-21.86,0.13,1.02,81.4,9949,-1372,2046,11321,-187,1584,10136,,H,,,,,,,,,,,,,,,,
9287,NGC0921,J022633.4-155051,420095,"N 921","02 26 33.6","-15 50 12",5,36.1,29.5,24.22,0.557,0.013,82,2,,2.498,0.011,13.36,0.03,13.02,-21.13,0.08,1.00,64.7,6666,845,1152,5821,1393,1128,5273,,H,,,,,,,,,,,,,,,,
9313,PGC009313,J022656.4+203159,120257,462-013,"02 26 56.3","+20 31 58",5,23.5,28.2,23.56,0.216,0.110,57,25,,2.167,0.102,14.06,0.06,13.66,-19.35,0.10,0.60,38.8,3973,1591,1083,2382,929,1360,3044,,H,,,,,,,,,,,,,,,,
9324,ESO545-018,J022705.4-190540,21871,"545 G 18","02 27 04.8","-19 05 40",5,27.2,19.5,23.48,0.587,0.013,143,1,,2.598,0.021,13.73,0.03,13.43,-21.55,0.07,1.00,66.7,9750,-298,1973,10048,182,1667,9568,,O,,,,,,,,,,,,,,,,
9332,NGC0925,J022716.9+333444,1913,"N 925","02 27 16.7","+33 34 45",5,243.5,215.3,23.77,0.571,0.101,111,7,,2.328,0.024,9.28,0.05,8.83,-19.01,0.10,0.50,65.6,327,-95,111,468,-95,133,468,30152,H,,,,"02 29 19.2","+34 32 12",373,1,1,7,-95,111,468,-95,133,468,324
9354,PGC009354,J022732.6-100955,420105,M-207010,"02 27 32.2","-10 09 55",5,49.5,41.5,23.98,0.661,0.006,88,1,,2.188,0.014,13.04,0.03,12.75,-18.58,0.08,0.50,71.6,1867,148,409,1687,227,356,1608,30149,H,,,,"02 26 56.7","-09 59 59",1835,2,1,2,148,408,1687,227,356,1608,876
9385,ESO198-012,J022805.3-475122,21885,"198 G 12","02 28 05.3","-47 51 18",4,31.4,22.3,23.66,0.815,0.030,129,0,,2.373,0.025,14.29,0.02,13.62,-20.05,0.12,0.90,82.4,5376,469,1154,4907,-138,1005,5514,,O,,,,,,,,,,,,,,,,
9398,UGC01938,J022822.1+231253,1938,483-063,"02 28 22.2","+23 12 53",4,35.6,25.6,23.53,0.675,0.023,154,1,,2.584,0.005,13.36,0.03,12.69,-21.28,0.10,1.00,76.0,6162,-690,1269,6852,-344,2161,6506,,H,,,,,,,,,,,,,,,,
9399,NGC0931,J022814.5+311841,1935,"N 931","02 28 14.6","+31 18 39",3,92.8,69.5,24.41,0.720,0.017,75,1,,2.642,0.003,11.51,0.03,11.02,-22.42,0.09,1.22,78.5,4760,1301,620,3529,964,840,3866,40289,H,,,,"02 28 05.1","+31 35 33",4830,1,1,6,1301,620,3529,963,839,3867,
9413,UGC01946,J022827.3+153625,1946,,"02 28 27.4","+15 36 23",5,29.2,32.1,23.73,0.781,0.012,141,2,,2.283,0.009,14.95,0.07,14.01,-18.88,0.15,0.50,79.8,3837,-497,997,4265,-732,921,4500,40449,H,,,,"02 27 13.0","+16 06 49",3768,1,4,7,-127,438,3895,-271,475,4039,
9420,NGC0947,J022832.9-190230,21882,"N 947","02 28 32.8","-19 02 26",5,62.1,48.4,23.93,0.447,0.039,50,5,,2.576,0.014,11.88,0.03,11.58,-21.82,0.07,1.01,57.2,4741,747,760,3994,488,745,4253,,H,,,,,,,,,,,,,,,,
9421,ESO545-020,J022833.3-185859,21883,"545 G 20","02 28 32.8","-18 58 56",3,25.3,21.4,24.52,0.643,0.016,37,1,,2.225,0.054,14.52,0.04,14.21,-19.19,0.08,0.54,72.4,4736,703,1240,4033,497,1174,4239,,O,,,,,,,,,,,,,,,,
9431,NGC0948,J022845.5-103050,420110,"N 948","02 28 46.1","-10 30 44",4,73.5,56.1,24.36,0.144,0.070,45,29,*,,,11.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9438,NGC0954,J022851.6-412410,21892,"N 954","02 28 52.1","-41 24 09",5,54.7,40.4,24.00,0.451,0.014,19,1,,2.584,0.010,12.00,0.03,11.79,-21.80,0.06,1.00,57.5,5198,649,837,4549,335,623,4863,,O,,,,,,,,,,,,,,,,
